,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Linux,Python,Java,C,Web,Sql,App,Mysql,Oracle
593,ICT测试工程师,测试,9000.0,南京昌德成电器有限公司,南京,0.0,无, 德律ICT，TR518，负责测试程序的调试，测试直通率的提升，洗衣机控制板电子产品经验,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,测试架构师-金科技术 (MJ003001),测试,40000.0,上海麦子资产管理有限公司,上海,5.0,本科,岗位职责： 1、根据软件需求编写测试计划，设计、维护测试用例及对象库的管理； 2、根据项目特点搭建、维护测试环境； 3、使用自动化工具，能够独立编写自动化测试脚本； 4、执行 web 端和移动端的自动化测试任务，输出报告并跟踪缺陷； 5、根据项目要求，维护和改进自动化测试框架、完成复用性较高的自动化脚本； 6、自动化测试技术积累与分享； 任职要求： 1、全日制本科以上学历，计算机相关专业； 2、5年以上实际项目测试经验，2年以上的测试架构经验，熟悉缺陷管理流程； 3、熟悉 web 端或移动端的自动化测试流程、方法； 5、具备独立完成并维护测试脚本的编写能力； 6、熟悉 Java、Python、Ruby、C、shell 其中一种开发语言； 7、工作认真负责，良好的沟通能力和学习能力； 8、电商、社交、金融、企业服务、物流等多个行业均可申请； 9、有激情、乐于接受挑战，能承受压力。,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
595,软件测试员（应届生）,测试,5000.0,深圳市潮流网络技术有限公司,深圳,0.0,中专,岗位职责:1、配合研发测试工程师完成产品的软件功能测试，配合测试工程师对BUG问题进行分析2、使用各种测试工具以及测试软件，完成对产品功能进行覆盖测试。招聘要求:1、中专或专科学历，计算机相关专业可优先考虑，男女不限。2、2018年、2019年应届毕业生均可，前期会有测试工程师培训指导。3、有较好的计算机及网络知识，电脑操作熟练，具备的一定的学习、沟通和协调能力，有良好的团队协作意识。本岗位福利待遇:1、工作时间为每周五天8小时制，有时将根据软件的需求进度进行一定的加班，每月加班时间平均在35小时左右。2、薪水：试用期底薪3000-3300元+餐补（每个工作日20元）+加班费，转正后底薪范围为3500-3800元+加班费+餐补，综合薪水4500元-6000元。在晚上6点后进行加班时，满足三小时以上后将提供额外晚餐补助。3、提供住宿。4、工作地点：南山区科技园；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,TE测试技术员,测试,9000.0,浙江安伴汽车安全急救技术股份有限公司上海分公司,杭州,3.0,大专,岗位职责:1、根据开发工程师提供的技术要求，验证产品的符合性；2、电器产品量产过程中参数异常时及时提供处理方案及跟进；3、指导电器产品半成品测试、成品测试、老化测试方案的实施；4、测试过程产品参数异常的处理；5、传统产品生产过程的技术支援；6、传统产品生产工艺工序合理性评估并提报更改方案；7、完成上级主管交办的其他工作任务；岗位要求：1、电子类、机电类相关专业毕业，大专或以上学历；2、好钻研，对产品结构设计有浓厚的兴趣，有一定抗压能力；3、三年以上电子类产品测试工作经验；4、具有较强的问题分析能力；5、能熟练使用测试设备，汇总各项数据及数据分析等；6、具有良好的心理素质和敬业精神及团队合作精神，善于思考创新，吃苦耐劳精神和较强的责任能力；7、有移动电源，启动电源、开关电源类产品或小家电类产品从业经历者优先考虑录取；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,高级测试工程师,测试,20000.0,上海真祥大数据科技有限公司,上海,3.0,本科,岗位职责：1. 负责平台的质量及相关测试计划的制定；2. 负责挖掘自动化测试需求，提升平台的竞争力；3. 负责根据用户需求，制定合适的自动化测试平台需求，提高用户满意度；4. 能够积极有效地与相关团队合作，确保项目能够及时且高质量的完成。任职资格：1. 3年以上软件自动化测试及1年以上团队管理经验，有汽车金融行业、互联网金融行业经验者优先；2. 具有丰富的软件工程和软件测试基理论知识，较强的逻辑分析能力和学习能力，良好的沟通表达能力，敏锐的观察力，责任心强，能够承受工作压力，较强的团队协作意识；3. 掌握Java或 Python语言，能独立编写自动化测试脚本，建立自动化框架；4. 熟悉开源或商业自动化测试工具，具备丰富的测试自动化、具备一定的实战经验；5. 熟悉自动化测试流程和常用工具（如katalon、monkeyRunner、robotium、uiautomator、Appium等）者优先。,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
598,安规温升测试（萝岗连云路）,测试,5250.0,上海芮想信息科技有限公司,广州,1.0,大专,岗位职责：1:温升测试，热像测试，2:温升热像报告整理，3:缺陷跟进以及验证测试，4:测试仪器设备维护岗位要求：大体上需要了解IEC 60950，IEC60335，IEC 62368等标准，针对标准里的抗电强度测试，绝缘阻抗测试，X电容放电测试，接触电流测试，工作电压，故障测试等有一定了解,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,测试工程师,测试,7000.0,广州悦信无线科技有限公司,广州,3.0,本科,"岗位职责：1.编写测试计划与测试用例；2.负责软件测试及软件缺陷报告；3.配合项目团队进行开发和客户服务事项，引导并确保进行相应的测试；4.为客户提供系统支持和服务，包括问询、发现、分析及解决问题，并确保维护和变更的项目通过测试。任职要求：1.本科学历，计算机及相关专业；2.三年以上测试工作经验；3.具备较强的学习能力，一定的独立分析能力；4.有扎实的计算机基础知识,了解软件工程原理；5.能独立编写测试计划、测试用例等；6.熟悉QTP/LoadRunner/RPT/RFT等测试工具者优先；7.有良好的团队合作精神，沟通能力以及良好的测试思维。员工福利：1.丰厚待遇：行业中上水平薪资+绩效奖+年终奖+期权分红；2.休假保障：周末双休+国家法定节假日，让你更好地平衡生活和工作；3.学习机会：资深员工引导培训，提升自身综合技能；4.工作氛围：平等尊重、自由责任的工作氛围；5.发展空间：员工拥有宽松而广阔的发展空间，依员工的工作绩效给予调薪和晋升机会。乘车指引：可乘坐506路，534路，573路，578路，夜51路，324路，327路，333路，334路，371A路，371路，392路，395路，506A路，946路，高峰快线64，科学城3号交通专线到暹岗圣贤站下车。地铁：地铁6号线苏元站。工作地址：广州市萝岗区开创大道2707号萝岗万达广场B1栋611-612室",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,医疗器械  测试工程师  材料专业 应届,测试,5500.0,钟楼区西林创启装饰建材经营部,常州,0.0,大专,、安排及进行力学测试、上传测试报告、调试测试平台等；2、保障测试设备的正常运行；3、测试数据分析，优化测试项目及流程；岗位职责：1、专科及以上学历，有经验者学历可放宽；2、机械、材料、工程力学等相关专业；其他：双休，五险一金， 工作餐，可提供住宿,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,软件测试工程师,测试,5250.0,浙江零零壹亿仁信息科技有限公司,南昌,1.0,大专,，参与软件项目的需求分析，关注项目需求的可测性，并能预先评估项目的风险；2，负责软件项目的测试方案制定，设计测试数据和测试用例，并进行相互评审；3，实施软件测试，完成对产品的集成测试与系统测试，对产品的功能、性能及其他方面的测试负责；4，对项目总的问题进行跟踪分析和报告，推动测试中发现问题及时合理地解决；5，汇总测试执行情况，编制相关报告和测试文档。上班时间：8:30-12:00，13:30-18：00，周末单休，国家法定节假日休息。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,整机测试工程师,测试,5250.0,深圳安博检测股份有限公司,深圳,0.0,大专,、负责对整机样品进行拆分，编写拆分清单；2、负责将拆分部分进行拍照，把拍好的照片上传到电脑上，并对照片进行指点；3、相应的XRF扫描测试；4、常规案件的取样工作；5、金属样品的成分分析切割取样工作。任职资格：1、大专及以上学历，无工作经验要求；2、能熟练操作运用0ffice和基本办公软件；3、做事认真严谨、能吃苦耐劳。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,芯片测试方案设计工程师,测试,20000.0,龙迅半导体（合肥）股份有限公司,合肥,3.0,本科,岗位职责：1、负责芯片的量产测试程序开发，编写及调试平台测试代码，根据任务书拟制产品研制测试规范，对系统的功能、性能、可靠性、可维修性、可测试性、可生产性等设计做出测试方案；2、设计和验证整芯片的DFT设计包括scan，jtag，atpg，MEMbist，logic bist，IP测试；3、负责芯片的样片量产测试，负责芯片测试平台与设备的测试机软件开发，制定相关测试方法，编写芯片测试用例，开发芯片测试程序；整理测试文档，配合ATE工程师调试，并解决测试过程中的问题；4、协助项目经理完成产品相关的定位测试；5、改善芯片的测试设计流程，缩短测试时间及成本，优化测试代码。任职要求：1、本科及以上学历，相关行业工作经验5年及以上，模拟电路和数字电路理论知识扎实，掌握模拟电路、数字电路的功能/性能测试原理和方案；2、熟悉ATE测试设备，有半导体测试厂工作经验者优先考虑，熟悉V50等测试设备者优先考虑；3、精通芯片级DFT架构定义和DFT计划制定；4、精通IBIST的设计和相关测试方案的开发；5、精通C/C++语言，熟悉软件开发方法，掌握常用开发工具和调试手段； 6、熟练使用相关测试仪器，独立进行芯片产品指标的测量；7、熟练使用Perl、Tcl、Shell等脚本编程； 8、具有分析，追踪和解决覆盖率损失、仿真错误、ATE测试失效等问题的能力。,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
604,实验室测试技术员,测试,6750.0,积架宝威汽车配件（深圳）有限公司,深圳,3.0,中专,任职要求：1.二年以上实验室工作经验；2.有可靠性测试工作经验（如电性能测试、IP防水、拉力、高低温等）;3.能看懂英文图纸，能作英文测试报告；4.会使用测量设备及熟悉形位公差优先考虑；5.做事认真仔细，责任心强，能适应上夜班。工作职责：1.接受<委托试验申请单>并按要求完成各项试验，并完成测试报告；2.实验室仪器设备的管理与使用；3.产品尺寸测量与报告；4.监视和测量装置的校准及管理；5.上司安排的其他工作任务。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,验布员/面料测试员,测试,7000.0,广州岚娜森服饰有限公司,广州,3.0,大专,、负责样板面料性能检测；2、每批面料的质量，分析报告，抽样报告；3、负责公司质量管理体系的有效运行和维护，落实纠正预防和持续改进措施；4、根据公司产品质量要求，负责面料到生产的过程中产品品质的检查及控制，确保产品质量；5、能吃苦耐劳，服从工作安排，工作认真、细致、务实。薪酬福利：1、粮期准；2、广州社保（五险：养老，工伤，失业，医疗，生育）；3、有全勤奖，生日福利、节日福利；4、年终奖金：年终奖金根据企业总销售利润及员工个人考核结果发放，表现优异者年底双薪+优秀员工奖。5、依法享受国家法定节假日，办公环境舒适。6、合资企业，公司有来自英国，俄罗斯及其他国家同事，多元化语言环境。公司地址：广州市番禺区市莲路傍江西段99号乘车路线：1、3号线番禺广场站A出口，转公交车番3、92、100、111、68，303到傍江西村站下车。        2、4号线石碁站，转公交车番3、92、111，到傍江西村站下车。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,软件测试工程师（工作地：舟山市普陀区）,测试,8000.0,苏州犀牛网络科技有限公司,宁波,1.0,大专,岗位职责：负责项目和产品的质量管理工作，对产品和项目过程和最终质量负责；协助PM保证项目质量与进度 ，评估和安排测试工作，保障测试工作质量和进度，搭建和维护测试环境与PM一起去拜访客户，管理和收集客户需求参与需求评审和设计评审，提供优化意见，保证产品的可测试性。按照产品的功能及非功能需求，制定和设计有效的测试策略，拟定测试计划和方案根据需求文档和设计文档编写测试用例，能从软件测试角度识别需求的不合理之处项目开发过程监督。及时反馈项目过程中不符合公司关于项目管理制度和流程的标准，提前识别风险并提出合理的规避建议跟踪并报告测试工作的进展，撰写测试报告，对测试遗漏的问题进行分析，并协助PM提升产品品质参与web端，移动端的功能测试，自动化测试，性能测试，接口测试等对用户反映的问题进行验证，并协助开发工程师给予用户合理的答复或解决方案 岗位要求：计算机相关专业毕业，3年以上软件开发或软件测试相关工作经验熟悉操作系统，网络技术和数据库（如Oracle，SQL Server等），熟悉SQL至少了解一门编程语言，如Java，Python，ruby等熟悉软件开发流程，软件测试方法论，熟悉质量管理理论和质量管理工具熟悉软件测试用例设计方法，能独立负责整个项目的测试工作，独立完成用例库设计熟悉功能测试，集成测试，压力测试，兼容性测试等有互联网产品测试经验，如Web，APP，小程序等工作态度积极主动，有团队合作精神，沟通能力强，良好的进取精神和很强的责任心，对提高软件产品的质量有强烈的激情，愿意从事质量管理工作，而不是单纯的测试执行工作,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
607,中级软件测试工程师（保险行业）,测试,7000.0,天津卓信软件开发有限公司,天津,1.0,大专,功能测试，自动化测试主要职责1. 主要完成软件功能测试和自动化测试工作；2. 搭建测试环境、制定测试用例设计并执行，提交BUG统计记录，进行BUG跟踪和回归测试；3. 编写相关文档（如：可测性需求与设计、测试计划，测试方案，测试用例、测试报告等）；4. 参与技术标准、测试标准的制订，完善测试方法、评估测试工具；任职要求1. 计算机或软件工程相关专业大专及以上学历；2. 能独立制定测试计划、测试方案，完成测试用例设计与执行，协助开发定位相关问题；3. 熟悉测试流程，掌握常用软件测试工具，了解自动化测试的思想和相关技术，熟练运用自动化测试工具；4. 熟悉数据库常用sql语句，熟练使用一种及以上数据库；5. 具有较强的团队合作精神和责任心强，能够吃苦耐劳。6.1年以上寿险行业测试经验者优先职能类别：										软件测试																			系统测试									关键字：功能测试,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
608,测试工程师,测试,9000.0,赛尔网络有限公司,北京,1.0,本科,岗位职责：1、依据开发设计文档，设计覆盖全面的测试用例或方案；2、独立完成项目产品的功能测试、兼容性测试及性能测试；3、提交验证Bug，准确定位和描述问题，提高项目完成质量；4、按要求输出测试相关文档（测试用例/测试报告/测试结果）；5、搭建并维护测试环境；6、协助定位线上问题，完成主管交办的其他工作任务。任职要求：1、大学本科以上学历，英语四级以上，1年以上相关工作经验；2、熟悉软件工程、软件测试流程和规范，掌握多种软件测试方法；3、掌握oracle数据库基本原理和linux基本语句；4、熟练使用Office、Bugfree、Loadrunner等测试相关常用工具；5、积极主动，自学能力强，能够根据公司需求持续学习；6、工作认真负责，具有良好的团队合作能力和沟通能力。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
609,测试工艺员,测试,4500.0,中山市天图精细化工有限公司,中山,1.0,大专,、根据部门整体运作开展关于项目推进过程的产品分析检测工作，主要以SPF测试仪、功效测试仪、精密测量仪等（公司包培训仪器操作）开展检测工作。以及负责主导原材料、半成品、成品的质量标准的研定和编制工作。2、服从上级工程师的工作安排，按质、按时、按量进行高效率完成各项工作。3、部门领导布置的任务及其他部门和同事需协助的工作。任职要求：1、化学（化工）及相关专业，需按时、准时上班，忙时需加班。2、年龄在18-35周岁，男女不限。3、1年以上相似仪器分析检测经验或有相似标准研定、编制经验尤佳。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,高级软件测试工程师,测试,9000.0,湖南深蓝测绘地理信息技术服务有限公司,长沙,5.0,本科,岗位要求：1，深刻理解和熟练掌握软件测试理论与技术，并且熟练运用到实际中。2，至少熟悉一种关系型数据库，如SQLServer、Sqlite、MySQL等。熟悉使用SQL语言。3，至少五年的测试经验，有丰富的PC端软件、手机端软件测试经验。有测试团队管理经验优先。4，具有建立软件测试和质量管理体系的成功经验。5，具备较强的测试文档的撰写能力。6，具备性能测试需求分析、设计规划能力和分析性能测试数据的能力，具有搭建测试环境，自动化测试框架及编写相关测试脚本的能力。7，热爱测试工作，喜欢钻研测试技术，富有工作激情。8，思维敏捷、技术全面，具有较强的学习能力和执行力，强烈的责任心和敬业精神，抗压能力、沟通能力、团队协作能力佳。,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
611,测试工程师（PCS）,测试,12500.0,上海羿煜电子科技有限公司,上海,3.0,大专,岗位职责：1.根据研发工程师需求，编制产品测试规范，指导试验员进行产品测试，并出具测试报告；2.安排试验员日常工作，并监督工作进程，对结果负责任；3.主管安排的其它相关工作。任职资格：1.熟悉掌握产品测试规范，有过相关工作经验，能独立编制测试大纲，并出具相应的测试报告；2.熟练掌握EMC，高低温等环境试验的方法和相关标准，并有相关工作经验；3. 熟练掌握模电，数电相关知识，动手能力强，具有较强的抗压能力；4. 有责任感，执行能力强，结果导向；5. 良好的沟通协调能力，逻辑思维能力强，分析与洞察能力以及解决问题能力强。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,功能测试（移动端-09）,测试,7000.0,上海复深蓝软件股份有限公司,上海,1.0,大专,）大专及以上学历，本科优先，学信网可查；b）熟悉移动端测试；c）1-3年测试工作经验，保险行业从业经验优先；d）良好的语言表达能力，善于沟通，学习能力强，对新事物敏感；e)严谨细心，逻辑分析能力强，能承担一定的工作压力。,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
613,测试工程师,测试,8000.0,云南嵩辉供应链管理有限公司,昆明,3.0,大专,负责平台系统的测试工作，制定项目测试方案，计划并实施，保证项目质量和进度； 2.设计与执行测试用例，跟踪定位产品中的缺陷或问题； 3.参与产品需求、系统设计和程序代码的评审工作，并提出改进意见； 4.评估项目质量风险，与产品经理和开发人员就项目进度和问题进行沟通； 5.根据产品和项目特点，提出合理的技术解决方案，并负责设计和实现相应工具、平台，提高效率与质量。任职要求：1.专科及以上学历，计算机相关专业优先；2.至少3年web产品开发/测试经验，或者无线端开发/测试经验；3.掌握JAVA/shell 等，能阅读代码或编写代码；4.熟悉软件测试理论和方法，熟悉互联网行业测试环境及相关技术；5.掌握基本的SQL语句；6.善于学习和运用新知识，具有良好的分析和解决问题能力；7.性格开朗，善于沟通和项目推进，具有极强的责任心和自驱力；8.熟悉电商、零售、供应链管理业务流程/技术架构，或有运营端项目测试经验者。,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
614,测试工程师,测试,6000.0,苏州德凌迅动力科技有限公司,常熟,1.0,大专,负责产品各项性能相关的测试，整理测试数据，完成测试报告。 2.负责实验室仪器的维护保养。 3.客退不良品分析处理。 4.产品规格书编写。  5.上级安排的其他工作。任职要求：             1.     全日制本科及以上学历。 2.     电子类相关专业，有较强的动手能力和电路知识。3.     一年以上电子产品测试经验，常用仪器仪表能熟练使用，如万用表、电子负载、示波器等。 4.     有锂电池测试经验者优先录用。 5.     熟练使用Office办公软件。 6.     工作积极主动，有责任心。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,测试工程师（英文）,测试,10500.0,广州龙腾出行网络科技股份有限公司,广州,2.0,本科,岗位职责：1负责Web、移动端功能。2根据项目需求、与产品、开发人员沟通，制定测试计划，测试用例，执行测试等测试相关工作。3单独或协助其他工程师开展项目测试，进行BUG分析及追踪4撰写相关测试报告5通过对产品的测试，提出对产品质量目标的进一步改进的建议，并依照执行，保证产品质量达到指定质量目标技能要求：11-2年以上软件测试工作经验，拥有Web、移动端测试经验。2熟悉测试流程和规范，阅读英文文档无障碍，至少过英语六级。3熟练应用至少一种QA管理系统如禅道，jira等4熟悉自动化测试工具优先考虑如Appium，Monkey，Loadrunner，JMeter，postman，YApi。或者具备安全测试经验，熟练使用Acunetix，APPScan等工具优先。5熟练SQL语言，能够熟练操作Oracle、Mysql等主流数据库。6.计算机专业优先7拥有互联网产品测试经验优先。8善于沟通，承压能力强。,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
616,测试工程师（天天基金）,测试,10500.0,东方财富信息股份有限公司,上海,0.0,本科,工作职责:1、负责安卓、苹果手机平台下APP应用软件测试；2、协同需求，开发制订测试计划，完成测试用例；3、准确地定位并跟踪问题，推动问题及时合理地解决；4、主动开展测试工作，提交测试报告；5、能够及时、独立、主动完成部门主管安排的工作任职资格:1、本科及以上学历，计算机/电子相关专业；2、2年以上工作经验，至少1年以上手机APP应用软件测试经验或手机测试经验，熟悉 Android，ios系统；3、态度认真负责，工作积极主动；4、熟悉金融业务测试，有股票、基金方面知识的优先，有电子商务行业测试经验优先。5、具有较强的解决问题能力，执行能力和分析判断能力；6、代码基本功扎实，有自动化测试脚本编写经验的优先。,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
617,自动化测试工程师,测试,17500.0,DeNA,上海,5.0,本科, 岗位职责：1.负责公司研发产品迭代的自动化测试、测试环境维护、自动化测试脚本的持续维护与优化工作2.将手工测试用例转化为自动化测试用例，编写与持续完善自动化测试脚本。3.配合执行自动化测试用例，检查执行结果4.参与产品需求阶段的评审，对产品、流程提出持续性改进意见任职资格:1.3年以上自动化测试工作经验2.具备JAVA编程开发经验并熟练使用Eclipse或IntelliJIDEA等开发工具3.熟悉自动化测试框架（Junit、Testng等）及编写自动化脚本4.熟悉DB2、Oracle、MySQL等常用数据库，熟练掌握SQL语言5.熟练使用SVN、Github等代码版本管理工具6.熟悉Linux系统及基本运维操作7.具备一定程度的英语口语沟通能力,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
618,电力电子测试工程师,测试,7000.0,青岛微电网能源装备科技有限公司,青岛,3.0,本科,岗位职责：1、与软件、硬件及机械工程师配合，参与电源、电子产品的开发、调试、优化及技术支持等工作；2、编写产品测试计划，独立完成产品测试；3、整理分析测试记录，发现问题主动提出改进方案并实施。4、编写生产测试指导文件，指导、培训相关人员；5、负责客户售后服务技术支持。岗位要求：1、电力电子、电机、电气自动化等相关专业本科以上学历；2、3年以上电力电子产品测试或开发经验，有整流、逆变、DC-DC、DC-AC等实际经验者优先；3、熟悉各种测试方法、测试流程和测试仪器使用，熟悉相关标准； 4、熟练运用PCB绘制软件完成相关原理图和PCB设计；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,测试工程师,测试,9500.0,广州优盟广告策划有限公司,广州,3.0,本科,岗位职责：1、熟悉移动端测试方法，负责公司WEB以及小程序的功能、稳定性、兼容性、体验性、安全性等方面的测试工作 ；2、独立完成测试计划制定、测试用例编写、执行，并对缺陷进行跟踪，推动问题及时解决；3、熟悉敏捷开发流程，能参与到产品的需求分析，完善以及优化改善等工作；4、熟悉主流的缺陷管理工具的使用；5、有较强沟通能力，能与客户共同优化项目的需求，及时回应客户反馈的工作上的问题。任职要求：1、具备较强测试用例设计能力，思维开阔，精通测试理论，熟悉测试流程和测试策略；2、具备数据库和Linux的基本操作能力，能处理测试环境的维护、搭建以及问题排查；3、具备良好的英文读写能力和较强的逻辑分析能力，善于团队合作；4、具有主动学习能力，能在工作中提升测试技能的宽广面，用于提高项目的测试效率；5、具备接口测试和性能测试经验的优先考虑；6、工作积极主动，执行能力强，努力推进问题解决。,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
620,测试工程师,测试,5250.0,江苏集萃有机光电技术研究所有限公司,苏州,0.0,无,任职要求：1、大专及以上学历，理工科相关专业；2、需要一年以上工作经验；3、技能要求：（1）有产品安全认证相关经验（2）硬件或机电系统工作经验岗位职责：1、负责产品的相关认证工作，如电气、安全方面；2、产品的最终测试、包装等工作,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,资深大数据测试工程师(J11958),测试,20500.0,上海二三四五网络科技有限公司,上海,5.0,本科,工作职责:1、参与产品的需求评审工作2、负责数据的测试工作：测试方案制定、用例编写与执行，推动问题的解决，保障产品上线质量3、编写单元、自动化测试脚本，提升测试质量与效率4、测试文档的整理、归档以及分享5、从测试角度，提出开发设计的优化建议任职资格:1、全日制本科及以上学历，5年以上测试经验，至少2年以上数据或单元测试经验2、熟悉测试基本方法、能够独立编写测试计划，测试用例，执行测试过程，完成测试报告3、熟练掌握jmeter、navicat、xshell等工具使用4、熟练掌握sql，至少1种单元测试框架，有实际单元测试或自动化测试编写经验,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
622,安规测试工程师（小家电）,测试,9500.0,深圳市优耐检测技术有限公司,深圳,1.0,大专,"指导安规测试员进行安规测试，负责小家电产品安规报告，测试方法确定及委外认证案件跟进直至取得证书报告;协助编制实验室审核所需文件，配合实验室主任管理安规实验室;协助回复公司业务部门同事或客户的相关认证咨询问题;参与CANA，CMA审核；要求：大专学历，机电一体化或电气自动化专业,英语四级;1-2年以上小家电产品安规测试经历,熟悉GB4706.1,IEC60335,标准条款要求及测试方法。有第三方认证公司测试和认证案件经验或与其他国家机构配合和跟进项目的实操经验;工作主动，独立沟通处理问题的能力及责任性强，服从上级安排.熟悉小家电产品认证流程及文件要求，文字功底好，善于编写作业文件者以及检测报告优先。工作时间：大小周轮换制周一至周五：8:30AM-12:00AM 13:30PM-17:30PM小周周六： 9：00AM-12:00AM 13:30P",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,硬件测试工程师,测试,6000.0,上海颐坤自动化控制设备有限公司,上海,0.0,大专,、 编写测试计划，规划测试方案；2、 能根据测试计划搭建测试环境，独立完成测试工作；3、 负责建立测试文档，提供测试记录、测试报告，并作出测试评估；4、 对测试过程中发现的问题，进行记录、定位、分析、上报，提出改进建议；5、 电气自动化或机电一体化专业专科及以上学历，一年以上相关工作经验；6、 具备良好的模拟电子、数字电路、电气自动化基础； 7、 熟练操作示波器、万用表等基本测试工具。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,手游测试工程师,测试,7000.0,上海欢动科技有限公司,上海,2.0,大专,岗位职责  ：1.根据项目计划，设计测试方案并实施，保证项目质量和进度；2.负责项目质量分析，项目质量反馈；3.根据需求文档进行测试用例设计；4.组织并进行游戏产品模块测试、组合测试、系统测试。任职要求 ：1.熟悉各类游戏，游戏龄不低于10年；2.熟悉测试理论和方法，熟悉测试流程，能编写测试用例者优先；3.了解手机应用行业，熟悉Android、iPhone手机平台，对横版类闯关类游戏有一定研究的优先；4.具备良好的学习能力和质疑习惯，有强烈的责任心；5.工作积极主动，有较强的沟通能力和表达能力，以及优秀的团队协作精神，能够承受一定的工作压力；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,硬件测试工程师,测试,5250.0,武汉市蒙泰科技发展有限责任公司,武汉,2.0,本科,岗位职责：1、对新采购的电子元器件进行检查、核对；2、编写测试方法及测试说明书，整理相关文档；3、焊接完成后按照测试要求进行测试，并整理测试文档；4、参与质量分析，提出工艺改进方案和有效措施；5、负责实施安装设备控制系统；6、上级交办的其它工作。任职资格：1、大学本科，电子类相关专业，1年以上相关工作经验；2、熟悉电子元器件及其焊接工艺及标准要求、能看懂PCB图纸；3、能够熟练掌握测试设备的使用(负载、温箱、万用表等)；4、会熟练使用电烙铁，有电子元器件焊接及维修电路板的工作经验；5、工作认真、爱岗敬业，有较强的沟通、协调、理解能力强；6、做过品控、有测试经验的人优先考虑；7、工作中能适应适当的出差。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,嵌入式软件测试工程师,测试,5250.0,四川长虹器件科技有限公司,绵阳,3.0,本科,"一、职位描述：1、根据分配的任务进行软件功能测试、集成测试等； 2、对测试中发现的Bug进行分析和报告，推动问题及时合理地解决；3、熟练使用常用软件测试工具, 能编写测试脚本；至少掌握一种自动化测试工具；4、汇总测试执行情况，编制测试报告。二、岗位要求：1、实际工作经验3年以上；2、测试，软件测试，功能测试，测试开发，性能测试，产品测试；3、负责软件测试，完成对产品的测试；发现产品缺陷，提供缺陷调试和跟踪信息，帮助开发人员解决问题并进行验证；4、熟练应用至少一种编程语言，精通C语言，有接口测试经验6、熟练掌握测试用例的设计方法；7、有很好的逻辑分析能力。",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
